,PC1,PC2
166,-27.720403625300516,57.421112726957226
167,67.61805999916415,-43.52371600534209
168,-98.26602321548748,87.934549628463
169,-31.965780310550006,65.34454510417594
170,59.93005617644758,79.83914039768526
171,-60.53354996244314,5.05591191969886
172,25.115208782804523,59.134408554354906
173,-113.4408649806558,47.38647903124316
174,65.4097072804182,39.27864669812575
175,26.72618552855983,109.15641700463425
176,-34.703633238375275,113.75267175556895
177,-53.35245534147235,12.965153054415767
178,-7.90710691370631,32.61508500075968
179,28.028260962964566,35.472624197160066
180,242.11376394388128,-71.86916651169423
181,65.25858624218314,-105.878674629883
182,245.45313756916852,-121.2090658714333
183,24.28418292959952,-56.391385616257075
184,69.05069423439194,-161.10163190827734
185,6.769354457189018,-75.50359140665212
186,-117.64931928066486,-14.178830908805887
187,-153.75510730572014,-33.65403434962525
188,-52.66433029413642,-93.0794369618262
189,-108.81150779371315,-30.900486826890013
190,60.94805774556525,-17.955745440685128
191,6.3043553440255025,10.449109934141884
192,246.18661224247816,-33.65415941937666
193,150.66843410022406,-105.72828699677413
194,260.35735733248214,-3.8678141927928205
195,238.5558163035711,-104.04446076043644
196,58.64228533408109,57.15593417581111
197,147.27664694946625,-0.9206088946606514
198,96.70221257852364,-0.03886520906325563
199,-37.34453129735192,-21.828906260719677
200,-34.55451481613753,-23.339811692332866
201,-27.01407699357365,-0.9373508519832794
202,-167.31032547009244,0.14263121010595747
203,-39.393764601587925,-14.322800204552857
204,-108.41791833841947,9.238307190438091
205,-36.914824299753825,-20.940468957008942
206,-85.34666431855462,-44.74782248200411
207,5.258463084765338,-10.435470922536263
208,-64.63723745513484,30.81258072975933
209,-46.89178509939869,-22.894304472399888
