,PC1.Centroid,PC2.Centroid
0,-166.15290800025107,10.530064872177956
1,-27.94519880240244,-482.79101629537917
2,-696.4186357216447,553.0435996179535
3,786.1159981918955,470.94065596549444
4,130.99835018726785,-72.84910106012939
5,-26.597605854865964,-478.8742031001164
